source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),45,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),115,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),75,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),105,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1023,works sanctioned (7),1434,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction work of Stair Ghat in Public Pokhara in Village Yogiya Tourism of East Turhapatti, Gram Panchayat Raj of Chanpatia. Estimated Amount Rs. ",Satish Chandra Dubey (2022-28) (2022-2028),Satish Chandra Dubey (2022-28) (2022-2028),,,Bihar,Bihar,1491394.0,895799.0,67.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1341,works sanctioned (7),1418,Installation of fixed garden gym equipment,Installation of Fixed Garden Open gym equipment in ST Senior Boys Hostel in Choral Block Mhow,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,840353.0,696867.0,78.34,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),27,Street lights,High MaskStreet Lights ( 6 Light),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,70.97,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),128,Street lights,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,67.11,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1452,works sanctioned (7),520,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of Community hall, Gram Panchayat Padhawali, Block Morena at Sisodiya Mohalla, Gram Padhawali, District Morena M.P.",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,600000.0,500000.0,69.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),685,works sanctioned (7),1403,Construction of common work sheds/ common covered sitting area,Const. Work of Samudayik bhawan at Ward NO 01 Manpur,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,998443.0,1148700.0,71.87,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1372,works sanctioned (7),990,Construction of boundary walls of existing public and community buildings,"Construction of Mahila Cultural Mandap at Ward No. 2, Block Badamba, Village Jhajia",Sulata Deo (2022-28) (2022-2028),Sulata Deo (2022-28) (2022-2028),,,Odisha,Odisha,200000.0,200000.0,72.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),86,works sanctioned (7),116,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),82,works sanctioned (7),22,Street lights,High Mask Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,70.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),30,Street lights,High Mask Street Lights ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,69.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),82,works sanctioned (7),52,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),20,Street lights,High MAsk Street Lights ( 6 lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,69.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),612,works sanctioned (7),1427,Construction of additional rooms and halls in the existing public and community building,Construction of Community Building in Gram Chodakhere Gram Panchayat Khajwa Block - Rajnagar District Chhatrpur,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,170555.0,2000000.0,67.34,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1023,works sanctioned (7),855,"Construction of roads, link roads, pathways or any other road with or without drainage system",Construction work of ladder ghat in Bade Pokhara of village Pokhariya of village Panchayat Raj Maldahiya of block Narkatiaganj. Estimated Amount 7 lac,Satish Chandra Dubey (2022-28) (2022-2028),Satish Chandra Dubey (2022-28) (2022-2028),,,Bihar,Bihar,1491394.0,687229.0,65.33,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),76,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1101,works sanctioned (7),701,Purchase of books and periodicals for libraries/digitization of library books,"Purchase of Books for Thirty (30) GSSS, Schools of Distt. Mandi in Urban and Rural areas",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,947397.0,3000000.0,68.3,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),106,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),73,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),131,Street lights,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,66.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),103,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),27,Street lights,High MaskStreet Lights ( 6 Light),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,71.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),87,works sanctioned (7),93,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1339,works sanctioned (7),1417,Installation of fixed garden gym equipment,Installation of Fixed Garden Open gym equipment in ST Senior Boys Hostel in Made Block Mhow,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,840353.0,696867.0,78.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),87,works sanctioned (7),123,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1452,works sanctioned (7),637,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of C C Road, Gram Kakardha, Gram Panchayat Urhera, Janpad Panchayat Joura, Morena",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,600000.0,500000.0,69.69,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),86,works sanctioned (7),91,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),83,works sanctioned (7),113,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),610,works sanctioned (7),1434,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction work of Stair Ghat in Public Pokhara in Village Yogiya Tourism of East Turhapatti, Gram Panchayat Raj of Chanpatia. Estimated Amount Rs. ",Satish Chandra Dubey (2022-28) (2022-2028),Satish Chandra Dubey (2022-28) (2022-2028),,,Bihar,Bihar,1489875.0,895799.0,67.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1414,works sanctioned (7),993,Construction of public libraries and reading rooms,"Construction/Renovation of Open Well at Jenasahi, Block Badamba, Village Sankhamery",Sulata Deo (2022-28) (2022-2028),Sulata Deo (2022-28) (2022-2028),,,Odisha,Odisha,150000.0,100000.0,69.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),13,Street lights,High Mask Street Light ( 6 lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,70.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),21,Street lights,High Mask Street Light ( 6 lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,70.36,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),51,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),437,works sanctioned (7),191,"Construction of roads, link roads, pathways or any other road with or without drainage system",Construction of PCC road in babro village from chipra main road towards bandhna oraon house under nagri block.,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,1248274.0,500000.0,69.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),76,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),106,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),992,works sanctioned (7),912,"Construction of roads, link roads, pathways or any other road with or without drainage system",Support to Gram Panchayat Kumhrauli for construction of road in Mukhya Basti of this Gram Panchayat,Sandeep Kumar Pathak (2022-28) (2022-2028),Sandeep Kumar Pathak (2022-28) (2022-2028),,,Punjab,Punjab,150000.0,499523.0,65.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1340,works sanctioned (7),1424,Installation of fixed garden gym equipment,"nstallation of Fixed Garden Open gym equipment in Senior SC Girls Hostel in Mhowgaon, Block Mhow District Indore",Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,840353.0,696867.0,75.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1214,works sanctioned (7),696,Construction of additional rooms and halls in the existing public and community building,"C/o Community Centre at Vill. Budana (Miyan Di Bal) PO & Sub Tehsil Kangoo, Dev. Block Nadaun Distt. Hamirpur",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,500000.0,500000.0,73.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),87,works sanctioned (7),68,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),83,works sanctioned (7),28,Street lights,High MAsk Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,70.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),18,Street lights,High MAsk Street Lights ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,70.56,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),82,works sanctioned (7),114,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),52,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),122,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),112,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),612,works sanctioned (7),1429,Construction of additional rooms and halls in the existing public and community building,Construction of Community Building in front of aganwadi and panchayat Bhawan in gram Panchayat Machla JP Indore district Indore,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,170555.0,500000.0,70.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),21,Street lights,High Mask Street Light ( 6 lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,70.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),51,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1341,works sanctioned (7),1425,Installation of fixed garden gym equipment,Installation of Fixed Garden Open gym equipment in Senior ST Boys Hostel in Kalakund Block Mhow District Indore U,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,840353.0,696867.0,74.77,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),34,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),135,Street lights,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,67.11,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),67,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),97,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),685,works sanctioned (7),1410,Construction of common work sheds/ common covered sitting area,Construction of Samudayik Bhawan at Village Khurdi Teh.Mhow Dist. Indore,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,998443.0,1169664.0,72.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1372,works sanctioned (7),997,Construction of boundary walls of existing public and community buildings,"Construction of Laudi Mandap Community Center, Block Narsinghpur Village Rushipada",Sulata Deo (2022-28) (2022-2028),Sulata Deo (2022-28) (2022-2028),,,Odisha,Odisha,200000.0,100000.0,68.95,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),86,works sanctioned (7),123,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),82,works sanctioned (7),29,Street lights,High Mask Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,70.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),87,works sanctioned (7),117,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,68.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),82,works sanctioned (7),89,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),87,works sanctioned (7),13,Street lights,High Mask Street Light ( 6 lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,70.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),81,works sanctioned (7),27,Street lights,High MaskStreet Lights ( 6 Light),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,14397.0,283000.0,70.81,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1122,works sanctioned (7),912,"Construction of roads, link roads, pathways or any other road with or without drainage system",Support to Gram Panchayat Kumhrauli for construction of road in Mukhya Basti of this Gram Panchayat,Sandeep Kumar Pathak (2022-28) (2022-2028),Sandeep Kumar Pathak (2022-28) (2022-2028),,,Punjab,Punjab,235480.0,499523.0,66.36,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1121,works sanctioned (7),850,"Construction of roads, link roads, pathways or any other road with or without drainage system",IN VILLAGE POKHRI CONTRUCTION OF CC ROAD FROM ROAD TO TINGARD. GRAM PANCHAYAT - POKHRI IA (KARYADAI SANSTATHA)- BLOCK PRATAPNAGAR,Naresh Bansal (2020-26) (2020-2026),Naresh Bansal (2020-26) (2020-2026),,,Uttarakhand,Uttarakhand,411858.0,497999.0,72.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),113,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),37,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),85,works sanctioned (7),67,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,28794.0,283000.0,68.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),110,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),80,works sanctioned (7),45,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,30728.0,283000.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),84,works sanctioned (7),34,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),42,Street lights,High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),79,works sanctioned (7),72,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,15364.0,283000.0,68.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),83,works sanctioned (7),90,Street lights,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,57588.0,283000.0,68.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
expenditure on completed and on-going works as on date (2),1340,works sanctioned (7),1418,Installation of fixed garden gym equipment,Installation of Fixed Garden Open gym equipment in ST Senior Boys Hostel in Choral Block Mhow,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,840353.0,696867.0,78.34,MEDIUM,fuzzy_multi_field,pending,requires_human_review
