work_id,work_id_raw,category,description,mp_id,constituency_id,ida_id,state,parliament,recommendation_date,recommended_amount,sanction_date,sanction_amount,status,completion_date,disbursed_amount,has_evidence,total_expenditure,expenditure_tx_count,first_payment_date,last_payment_date,unique_vendors,district_category_median,cost_deviation_pct,recommendation_to_sanction_days,sanction_to_first_payment_days,last_payment_to_completion_days,total_execution_days,total_expenditure_vs_sanction_amount,is_overpayment,mp_total_recommended,mp_allocated_limit,mp_recommended_total_vs_allocated_limit,budget_ceiling_breach_flag,evidence_missing_flag,vendor_txn_count_per_district_per_quarter
WS/MP187/2023-2024/1561-Street lights,WS/MP187/2023-2024/1561-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6  LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,14-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,222,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1562-Street lights,WS/MP187/2023-2024/1562-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6  LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,14-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,222,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1563-Street lights,WS/MP187/2023-2024/1563-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6  LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,15-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,223,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1566-Street lights,WS/MP187/2023-2024/1566-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,11-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,219,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1567-Street lights,WS/MP187/2023-2024/1567-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1568-Street lights,WS/MP187/2023-2024/1568-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,11-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,219,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1569-Street lights,WS/MP187/2023-2024/1569-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1570-Street lights,WS/MP187/2023-2024/1570-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1571-Street lights,WS/MP187/2023-2024/1571-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1572-Street lights,WS/MP187/2023-2024/1572-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP187/2023-2024/1573-Street lights,WS/MP187/2023-2024/1573-Street lights,Other Public Infrastructure,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),MP_D231B8BC,C_UTTAR__ELECTED_MP,IDA_08B3F967,Uttar Pradesh,rajya_sabha,23-Jun-2023,283000.0,07-Jul-2023,283000.0,PHYSICAL INSPECTION,10-Feb-24,283000.0,True,0.0,0,,,0,283000.0,0.0,14,-1,-1,218,0.0,False,169156300.0,196063957.1,0.8628,False,False,0
WS/MP106/2023-2024/1593-Construction of rooms and halls in school and colleges,WS/MP106/2023-2024/1593-Construction of rooms and halls in school and colleges,Other Public Infrastructure,"Gram Saray Chhola Gram Panchayat Husainpur, District Morena ke Sumavali Vidhan sabha sthit Kisan Uchchtar Madhyamik Vidyalaya main atirikt Adhayyan Kaksh nirman hetu, District Morena",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_0FC8A456,Madhya Pradesh,rajya_sabha,24-Jun-2023,500000.0,20-Feb-2024,500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,500000.0,0.0,241,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1599-Construction of community centers and community halls,WS/MP106/2023-2024/1599-Construction of community centers and community halls,Other Public Infrastructure,"Gram panchayat Pipariya (Mushran), Vikaskhand Gotegaon ke gram  Pipariya (Mushran) main Samudayik bhavan nirman, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976 at column no. 1)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_0280A381,Madhya Pradesh,rajya_sabha,24-Jun-2023,700000.0,26-Feb-2024,700000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,40.0,247,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1600-Construction of community centers and community halls,WS/MP106/2023-2024/1600-Construction of community centers and community halls,Other Public Infrastructure,"Gram panchayat Pipariya (Mushran), Vikaskhand Gotegaon ke Govt. Madhyamik shala Parisar Pipariya (Mushran) main Teen Shade nirman Kary, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976 at column no. 2)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_0280A381,Madhya Pradesh,rajya_sabha,24-Jun-2023,640000.0,26-Feb-2024,640000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,28.0,247,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1601-Construction of community centers and community halls,WS/MP106/2023-2024/1601-Construction of community centers and community halls,Other Public Infrastructure,"Gram panchayat Jhot, Vikaskhand Gotegaon ke Paramhanshi Ganga Ashram Jhoteshwar main Teen Shade  nirman Kary, Vidhansabha Gotegaon, District Narsinghpur (letter no. 2976/23 at column no. 3)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_0280A381,Madhya Pradesh,rajya_sabha,24-Jun-2023,700000.0,20-Feb-2024,700000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,40.0,241,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1604-Providing drains and gutters for public drainage,WS/MP106/2023-2024/1604-Providing drains and gutters for public drainage,Other Public Infrastructure,"Gram evam Gram Panchayat Bheslai, Janpad Panchayat Nisarpur ke antargat Sitaram Alava ke Khet se Nansingh Alava ke khet tak Nikalne wale nale main retaining wall, Saundrykaran evam anay kary hetu, vidhan sabha 198-Kukshi, District Dhar",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_D2EA8DCE,Madhya Pradesh,rajya_sabha,24-Jun-2023,499555.0,08-Jan-2024,499555.0,PHYSICAL INSPECTION,18-Mar-26,499555.0,True,0.0,0,,,0,500000.0,-0.09,198,-1,-1,800,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2024-2025/1624-Construction of buildings for community cultural activities,WS/MP106/2024-2025/1624-Construction of buildings for community cultural activities,Other Public Infrastructure,"Gram panchayat Sagda Jhapani, Janpad Panchayt Jabalpur ke Khermai Mandir ke pas Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter no. 2997 at column no.1)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,300000.0,21-Nov-2024,300000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-40.0,515,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2024-2025/1625-Construction of community centers and community halls,WS/MP106/2024-2025/1625-Construction of community centers and community halls,Other Public Infrastructure,"Gram panchayat Saliwada Devdwar, Janpad Pachayat Jabalpur ke Saliwada Devdwar main Samudayik Bhavan nirman kary, vidhansabah Bargi, District Jabalpur (letter no. 2997 at Column no.2)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,400000.0,02-Jul-2024,400000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-20.0,373,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2024-2025/1626-Construction of buildings for community cultural activities,WS/MP106/2024-2025/1626-Construction of buildings for community cultural activities,Other Public Infrastructure,"Gram panchayat Bargi, Janpad Panchayt Jabalpur ke Bargi main Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter no. 2997 at column no.3)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,300000.0,04-Sep-2024,300000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-40.0,437,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1627-Construction of boundary walls of existing public and community buildings,WS/MP106/2023-2024/1627-Construction of boundary walls of existing public and community buildings,Other Public Infrastructure,"Pt. Deendyal Upadhyay ward ke antargat Krishnam Society Udyan me Paver Block evam Boundryball banane ka kary, Vidhansabha Uttar-Madhya, District Jabalpur",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,752998.0,05-Oct-2023,752998.0,PHYSICAL INSPECTION,14-Apr-26,752998.0,True,0.0,0,,,0,500000.0,50.6,102,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2025-2026/1628-Construction of community centers and community halls,WS/MP106/2025-2026/1628-Construction of community centers and community halls,Other Public Infrastructure,"Radhakrishnan ward me Chopda Kuan ke pas Samudayik Bhavan nirman kary, Vidhan sabha poorv, District Jabalpur (letter no. 2999/23 at column no.1)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,500000.0,30-Jan-2026,500000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,0.0,950,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1631-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1631-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Gram Panchayat Manegaon, Janpad Panchayat Gotegaon ke gram Manegaon main Samudayik Bhavan Parisar & School Parisar main Paver Block Lagane hetu, Vidhansabha Gotegaon, District Narsinghpur",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_0280A381,Madhya Pradesh,rajya_sabha,25-Jun-2023,300000.0,07-Dec-2023,300000.0,WORK COMPLETED,19-Jan-24,300000.0,True,0.0,0,,,0,500000.0,-40.0,165,-1,-1,43,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2025-2026/1632-Installing tube-wells and borewells,WS/MP106/2025-2026/1632-Installing tube-wells and borewells,Other Public Infrastructure,"1 nag Nalkup Khanan, Naya ward no. 76, Pariyat Jabalpur, Vidhan Sabha Panagar, District Jabalpur",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,123000.0,29-Jan-2026,123000.0,SANCTION,,,,0.0,0,,,0,500000.0,-75.4,949,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1633-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1633-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Gram Panchayat Gunj Khamariya, Janpad Panchayat Patan ke gram Gunj Khamariya me Jitendra Patel ke ghar se Shubham Patel ke ghar tak C C road construction, vidhansabha patan, District Jabalpur",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,198000.0,05-Oct-2023,198000.0,PHYSICAL INSPECTION,31-Jul-24,198000.0,True,0.0,0,,,0,500000.0,-60.4,102,-1,-1,300,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1636-Installing tube-wells and borewells,WS/MP106/2023-2024/1636-Installing tube-wells and borewells,Other Public Infrastructure,"Installation of tubewell including 1000 leter of water tank with 2HP pump at gram panchayat kakarhata, janpad panchayat patan at Nahandevi colony vidhansabha Patan, District jabalpur",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,25-Jun-2023,152914.0,05-Oct-2023,152914.0,PHYSICAL INSPECTION,31-Jul-24,152914.0,True,0.0,0,,,0,500000.0,-69.42,102,-1,-1,300,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1637-Construction of community centers and community halls,WS/MP106/2023-2024/1637-Construction of community centers and community halls,Other Public Infrastructure,"Construction of community hall at gram Eklahara, gram Panchayat Hirdi, Block Prabhat Pattan, Tehsil Multai near Hanuman Mandir, Vidhansabha 129-Multai, District Betul M.P.",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_77300614,Madhya Pradesh,rajya_sabha,26-Jun-2023,1000000.0,31-Dec-2023,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,100.0,188,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1639-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1639-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Gulab Singh ward me Sahkar Nagar Bus Stop ke pas MPEB main Cementy Karan kary, Vidhan Sabha Pashchim, District Jabalpur (mention in Letter no. 3126 at column no.1)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,53000.0,05-Oct-2023,53000.0,SANCTION,,,,0.0,0,,,0,500000.0,-89.4,101,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1640-Construction of buildings for community cultural activities,WS/MP106/2023-2024/1640-Construction of buildings for community cultural activities,Other Public Infrastructure,"Aasre Saini ke makan ke pas Dada Babu Rao Parnajpe ward main Sarvjanik Rangmanch Nirman kary, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.2)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,203000.0,05-Oct-2023,203000.0,PHYSICAL INSPECTION,14-Apr-26,203000.0,True,0.0,0,,,0,500000.0,-59.4,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1641-Construction of buildings for community cultural activities,WS/MP106/2023-2024/1641-Construction of buildings for community cultural activities,Other Public Infrastructure,"Ram Choudhary ke makan ke pas Dada Babu Rao Parnajpe ward main Sarvjanik Rangmanch Nirman kary, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.3)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,172000.0,05-Oct-2023,172000.0,PHYSICAL INSPECTION,15-Apr-26,172000.0,True,0.0,0,,,0,500000.0,-65.6,101,-1,-1,923,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1642-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1642-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Dr Vivek Gupta ke makan se Bhatija ke makan tak evam Sharma ji ke Makan se Taneja ji ke makan tak evam Mahroliya ji ke makan ke samne Damlikaran kary, Gwarighat ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.4)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,144000.0,05-Oct-2023,144000.0,PHYSICAL INSPECTION,14-Apr-26,144000.0,True,0.0,0,,,0,500000.0,-71.2,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1643-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1643-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Pramendra Singh Thakur ke makan se Tiwari ji ke makan tak evam Singrol ji ke makan se Chaturvedi ji ke makan tak, Damlikaran kary, Gwarighat ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.5)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,140000.0,05-Oct-2023,140000.0,PHYSICAL INSPECTION,14-Apr-26,140000.0,True,0.0,0,,,0,500000.0,-72.0,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1644-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1644-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Main Road se Pachori ji ke makan tak Damlikaran kary, Gwarighat ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.6)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,218000.0,05-Oct-2023,218000.0,PHYSICAL INSPECTION,21-Mar-24,218000.0,False,0.0,0,,,0,500000.0,-56.4,101,-1,-1,168,0.0,False,141377409.0,220563957.1,0.641,False,True,0
"WS/MP106/2023-2024/1645-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1645-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Choudhary ji ke makan se Pandey ji ke makan tak Pevar block lagane ka kary, Dada Babu rao Paranjpe ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.8)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,235000.0,05-Oct-2023,235000.0,PHYSICAL INSPECTION,14-Apr-26,235000.0,True,0.0,0,,,0,500000.0,-53.0,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1646-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1646-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Sahgal ji ke makan se Bhardwaj ji ke makan tak Pevar block lagane ka kary, Dada Babu rao Paranjpe ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.7)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,236000.0,05-Oct-2023,236000.0,PHYSICAL INSPECTION,14-Apr-26,236000.0,True,0.0,0,,,0,500000.0,-52.8,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2023-2024/1647-Construction of culverts and bridges,WS/MP106/2023-2024/1647-Construction of culverts and bridges,Other Public Infrastructure,"Sethi ji ke makan ke pas Pulia nirman kary Indrpuri, Dada Babu rao Paranjpe ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.9)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,129000.0,05-Oct-2023,129000.0,PHYSICAL INSPECTION,14-Apr-26,129000.0,True,0.0,0,,,0,500000.0,-74.2,101,-1,-1,922,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1648-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1648-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Neelesh Jain ke makan se Durgesh Thakur ke makan tak, Gajrath Nagar, Maharana Pratap ward main CC road nirman kary, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.10)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,135000.0,05-Oct-2023,135000.0,TIME ESTIMATION,,,,0.0,0,,,0,500000.0,-73.0,101,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1649-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1649-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Sahu ji ke makan se Rajendra Patel ke makan tak, Maharana Pratap ward main CC road nirman kary, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.11)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,133000.0,05-Oct-2023,133000.0,SANCTION,,,,0.0,0,,,0,500000.0,-73.4,101,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
"WS/MP106/2023-2024/1650-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2023-2024/1650-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Awasthi ji ke makan se Pawar ji ke makan tak, Indira Gandhi ward main Pevar Block lagane ka kary, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 at column no.12)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_CFFB94CA,Madhya Pradesh,rajya_sabha,26-Jun-2023,197000.0,05-Oct-2023,197000.0,PHYSICAL INSPECTION,04-Apr-24,197000.0,False,0.0,0,,,0,500000.0,-60.6,101,-1,-1,182,0.0,False,141377409.0,220563957.1,0.641,False,True,0
WS/MP106/2026-2027/1653-Installing hand pumps,WS/MP106/2026-2027/1653-Installing hand pumps,Other Public Infrastructure,"Gram Panchayat Kadiyar ke gram Tikar main Talab ke pas Fatte Kol evam Sundar kol ke ghar ke madhay me Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no.3127 at column no.1)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_FA229E41,Madhya Pradesh,rajya_sabha,26-Jun-2023,114000.0,19-May-2026,114000.0,SANCTION,,,,0.0,0,,,0,500000.0,-77.2,1058,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2026-2027/1654-Installing hand pumps,WS/MP106/2026-2027/1654-Installing hand pumps,Other Public Infrastructure,"Gram Panchayat Padariya ke gram Gajraha uttartola  main Shiv kumar yadav ke ghar ke pas Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no.3127 at column no.2)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_FA229E41,Madhya Pradesh,rajya_sabha,26-Jun-2023,114000.0,19-May-2026,114000.0,SANCTION,,,,0.0,0,,,0,500000.0,-77.2,1058,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2026-2027/1655-Installing hand pumps,WS/MP106/2026-2027/1655-Installing hand pumps,Other Public Infrastructure,"Gram Pachayat Rajgarh, Nau aan tola ke Nanhe sen Shri Dau sen ke mohalle main Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127 at column no. 3)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_FA229E41,Madhya Pradesh,rajya_sabha,26-Jun-2023,114000.0,19-May-2026,114000.0,SANCTION,,,,0.0,0,,,0,500000.0,-77.2,1058,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2026-2027/1735-Installing hand pumps,WS/MP106/2026-2027/1735-Installing hand pumps,Other Public Infrastructure,"Gram Pachayat Sonvarsha ke gram sonvarsha Harijan Basti main Hinchhlal Saket ke ghar ke pass Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127 at column no. 4)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_FA229E41,Madhya Pradesh,rajya_sabha,28-Jun-2023,114000.0,19-May-2026,114000.0,SANCTION,,,,0.0,0,,,0,500000.0,-77.2,1056,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
WS/MP106/2026-2027/1736-Installing hand pumps,WS/MP106/2026-2027/1736-Installing hand pumps,Other Public Infrastructure,"Gram Pachayat Khorba Khas main Eidgah ke pass Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127 at column no. 5)",MP_D7D9EF1A,C_MADHYA_ELECTED_MP,IDA_FA229E41,Madhya Pradesh,rajya_sabha,28-Jun-2023,114000.0,19-May-2026,114000.0,SANCTION,,,,0.0,0,,,0,500000.0,-77.2,1056,-1,-1,-1,0.0,False,141377409.0,220563957.1,0.641,False,False,0
