alert_id,canonical_work_id,source_house,canonical_state,canonical_mp_name,priority,project_risk_score,delay_probability,expected_delay_days,status,evidence_json,auditor_notes,created_at,updated_at
ALT_10364334414850316926,WORK_HASH_10364334414850316926,LOK_SABHA,ASSAM,PARIMAL SUKLABAIDYA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480847,2026-09-02T22:35:23.480848
ALT_10364334414850316926,WORK_HASH_10364334414850316926,LOK_SABHA,ASSAM,PARIMAL SUKLABAIDYA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480860,2026-09-02T22:35:23.480862
ALT_10364334414850316926,WORK_HASH_10364334414850316926,LOK_SABHA,ASSAM,PARIMAL SUKLABAIDYA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480873,2026-09-02T22:35:23.480875
ALT_10364334414850316926,WORK_HASH_10364334414850316926,LOK_SABHA,ASSAM,PARIMAL SUKLABAIDYA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480888,2026-09-02T22:35:23.480890
ALT_10364429580126261676,WORK_HASH_10364429580126261676,LOK_SABHA,BIHAR,SURENDRA PRASAD YADAV,MEDIUM,45.9,0.995,38,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 45.9 >= 25.0"", ""delay_probability_pct"": 99.5, ""expected_delay_days"": 38, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 16.4, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.480904,2026-09-02T22:35:23.480905
ALT_10364558335001440695,WORK_HASH_10364558335001440695,LOK_SABHA,ANDHRA PRADESH,AMBICA G LAKSHMINARAYANA VALMIKI,CRITICAL,79.3,0.9935,36,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.3 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 36, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 9.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.480919,2026-09-02T22:35:23.480920
ALT_10364584249938529591,WORK_HASH_10364584249938529591,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480933,2026-09-02T22:35:23.480934
ALT_10364629697786346826,WORK_HASH_10364629697786346826,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480947,2026-09-02T22:35:23.480948
ALT_10364694430323190700,WORK_HASH_10364694430323190700,LOK_SABHA,ANDHRA PRADESH,MIDHUN REDDY,MEDIUM,35.7,0.0244,21,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 35.7 >= 25.0"", ""delay_probability_pct"": 2.4, ""expected_delay_days"": 21, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 15.5, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.480961,2026-09-02T22:35:23.480963
ALT_10364803752399730452,WORK_HASH_10364803752399730452,LOK_SABHA,JHARKHAND,ANNPURNA DEVI,CRITICAL,79.4,0.998,201,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 201, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 46.6, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.480978,2026-09-02T22:35:23.480980
ALT_10364919868906758238,WORK_HASH_10364919868906758238,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.480992,2026-09-02T22:35:23.480993
ALT_10365336768300953968,WORK_HASH_10365336768300953968,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481006,2026-09-02T22:35:23.481007
ALT_10365491669299074399,WORK_HASH_10365491669299074399,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481056,2026-09-02T22:35:23.481057
ALT_10365740598445363930,WORK_HASH_10365740598445363930,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481074,2026-09-02T22:35:23.481075
ALT_10365818621555832760,WORK_HASH_10365818621555832760,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481094,2026-09-02T22:35:23.481095
ALT_10365886708065323811,WORK_HASH_10365886708065323811,LOK_SABHA,PUNJAB,RAJ KUMAR CHABBEWAL,CRITICAL,79.3,0.9938,35,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.3 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 35, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481109,2026-09-02T22:35:23.481110
ALT_10365905691635799739,WORK_HASH_10365905691635799739,LOK_SABHA,TAMIL NADU,SASIKANTH SENTHIL,MEDIUM,45.6,0.9971,344,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 45.6 >= 25.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 344, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 46.8, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.481125,2026-09-02T22:35:23.481126
ALT_10366023137256693377,WORK_HASH_10366023137256693377,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481141,2026-09-02T22:35:23.481142
ALT_10366127916823236294,WORK_HASH_10366127916823236294,RAJYA_SABHA,UTTAR PRADESH,K. LAXMAN (2022-28) (2022-2028),CRITICAL,79.6,0.9977,71,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 71, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 7.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481157,2026-09-02T22:35:23.481159
ALT_10366166786735767621,WORK_HASH_10366166786735767621,LOK_SABHA,TAMIL NADU,THALIKKOTTAI RAJUTHEVAR BAALU,CRITICAL,79.4,0.9958,115,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 115, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 3.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481176,2026-09-02T22:35:23.481177
ALT_10366236561690351650,WORK_HASH_10366236561690351650,LOK_SABHA,KERALA,E.T. MOHAMMED BASHEER,MEDIUM,3.7,0.0509,18,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 3.7 >= 25.0"", ""delay_probability_pct"": 5.1, ""expected_delay_days"": 18, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 28.6, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481196,2026-09-02T22:35:23.481197
ALT_10366317853784134100,WORK_HASH_10366317853784134100,LOK_SABHA,MEGHALAYA,SALENG A SANGMA,CRITICAL,79.4,0.992,33,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 33, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 25.4, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481211,2026-09-02T22:35:23.481212
ALT_10366327491207866863,WORK_HASH_10366327491207866863,LOK_SABHA,TELANGANA,ARVIND DHARMAPURI,MEDIUM,45.3,0.9944,457,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 45.3 >= 25.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 457, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 69.1, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.481226,2026-09-02T22:35:23.481227
ALT_10366349791289150978,WORK_HASH_10366349791289150978,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481243,2026-09-02T22:35:23.481244
ALT_10366463659658604287,WORK_HASH_10366463659658604287,LOK_SABHA,PUNJAB,AMRINDER SINGH RAJA WARRING,CRITICAL,78.9,0.9912,219,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 78.9 >= 75.0"", ""delay_probability_pct"": 99.1, ""expected_delay_days"": 219, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 100.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481259,2026-09-02T22:35:23.481261
ALT_10366886834184640915,WORK_HASH_10366886834184640915,LOK_SABHA,BIHAR,RAMPRIT MANDAL,MEDIUM,46.2,0.9971,50,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 46.2 >= 25.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 50, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.7, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.481275,2026-09-02T22:35:23.481276
ALT_10366909946577870548,WORK_HASH_10366909946577870548,LOK_SABHA,ASSAM,PRADYUT BORDOLOI,CRITICAL,79.1,0.9955,203,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 203, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 4.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481290,2026-09-02T22:35:23.481291
ALT_10367059262299442789,WORK_HASH_10367059262299442789,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481304,2026-09-02T22:35:23.481306
ALT_10367463746258041797,WORK_HASH_10367463746258041797,LOK_SABHA,MADHYA PRADESH,GANESH SINGH,CRITICAL,79.4,0.9979,188,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 188, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 19.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481320,2026-09-02T22:35:23.481321
ALT_1036747973521450426,WORK_HASH_1036747973521450426,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481338,2026-09-02T22:35:23.481339
ALT_1036751184144411148,WORK_HASH_1036751184144411148,LOK_SABHA,ANDHRA PRADESH,Y S AVINASH REDDY,CRITICAL,79.5,0.9977,90,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 90, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 13.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481370,2026-09-02T22:35:23.481371
ALT_10367587091609598083,WORK_HASH_10367587091609598083,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481385,2026-09-02T22:35:23.481388
ALT_10367627848548424637,WORK_HASH_10367627848548424637,LOK_SABHA,KERALA,PRIYANKA GANDHI VADRA,CRITICAL,79.1,0.9938,159,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 159, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 2.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481401,2026-09-02T22:35:23.481402
ALT_1036763568998353376,WORK_HASH_1036763568998353376,LOK_SABHA,UTTAR PRADESH,KRISHNA DEVI SHIVSHANKER PATEL,CRITICAL,79.1,0.992,167,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 167, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 24.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481417,2026-09-02T22:35:23.481418
ALT_1036771020983414454,WORK_HASH_1036771020983414454,LOK_SABHA,MADHYA PRADESH,RAHUL SINGH LODHI,MEDIUM,35.7,0.0211,30,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 35.7 >= 25.0"", ""delay_probability_pct"": 2.1, ""expected_delay_days"": 30, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 17.2, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.481432,2026-09-02T22:35:23.481433
ALT_10367783665331274003,WORK_HASH_10367783665331274003,LOK_SABHA,CHHATTISGARH,MAHESH KASHYAP,CRITICAL,79.1,0.9955,194,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 194, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 44.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481446,2026-09-02T22:35:23.481448
ALT_1036782061684544969,WORK_HASH_1036782061684544969,RAJYA_SABHA,UTTAR PRADESH,K. LAXMAN (2022-28) (2022-2028),CRITICAL,79.6,0.9977,49,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 49, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 14.3, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481461,2026-09-02T22:35:23.481462
ALT_10367951054074420449,WORK_HASH_10367951054074420449,RAJYA_SABHA,KERALA,A. A. RAHIM (2022-28) (2022-2028),MEDIUM,2.1,0.0158,1,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 2.1 >= 25.0"", ""delay_probability_pct"": 1.6, ""expected_delay_days"": 1, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.78, ""statistical_anomaly_score"": 31.8, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481477,2026-09-02T22:35:23.481479
ALT_10367975201578794938,WORK_HASH_10367975201578794938,RAJYA_SABHA,KARNATAKA,DHARMASTHALA VEERENDRA HEGGADE (2022-28) (2022-2028),CRITICAL,79.2,0.9984,206,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.2 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 206, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481492,2026-09-02T22:35:23.481494
ALT_10368207900725298197,WORK_HASH_10368207900725298197,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.481509,2026-09-02T22:35:23.481510
ALT_10368444218946818091,WORK_HASH_10368444218946818091,LOK_SABHA,MADHYA PRADESH,SAVITRI THAKUR,CRITICAL,79.5,0.9971,100,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 100, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 1.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481523,2026-09-02T22:35:23.481524
ALT_10368560290395009157,WORK_HASH_10368560290395009157,LOK_SABHA,JAMMU AND KASHMIR,AGA SYED RUHULLAH MEHDI,MEDIUM,35.7,0.0235,11,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 35.7 >= 25.0"", ""delay_probability_pct"": 2.4, ""expected_delay_days"": 11, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 26.8, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.481539,2026-09-02T22:35:23.481541
ALT_1036858220061065941,WORK_HASH_1036858220061065941,LOK_SABHA,KARNATAKA,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,CRITICAL,79.4,0.9958,115,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 115, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 17.7, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.481554,2026-09-02T22:35:23.481555
